school_name,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,grade_score,overall_band,pte_score, tofel_point,ielts_listening,ielts_speaking,ielts_writting,ielts_reading,new_stream,stream_id,other_fees,application_fee,tution_fee_per_semester,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,process_days,program_level,Others Comment,Foundation Fee,acceptable_band,module,english_language,program_sort_order
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Environmental Science/Bachelor of Marine Science and Management,"This combined degree brings together the terrestrial aspects of environmental management with marine science and management, developing knowledge of the complex environments in which we live and the keys to environmental problems at a local and global level.",8 sem,60,6,80,,6.5,6.5,6.5,6.5,"5,8",23,390,,14600,20290,AUD,20 days,"2,7,11",,4 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Forest Science and Management,"The Bachelor of Forest Science and Management not only equips you with foundational scientific knowledge in forest systems, it prepares you with the know-how to find solutions.",8 sem,60,6,80,,6.5,6.5,6.5,6.5,"5,8",23,390,,15400,20290,AUD,20 days,"2,7,11",,4 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Marine Science and Management,The course combines marine science with contemporary management concepts and has a focus on conservation issues in both coastal and marine ecosystems.,6 sem,60,6,80,,6.5,6.5,6.5,6.5,5,3,390,,15400,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Science,"The degree is ideal for attaining a general overview of science before specialising in a specific course of study. It offers flexibility in subject choices and a wide range of electives, enabling students to tailor their study to their learning goals.",6 sem,60,6,80,,6.5,6.5,6.5,6.5,5,23,390,,14600,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Science with Honours,"The Bachelor of Science with Honours is a challenging and rewarding year of full-time (or part-time equivalent) directed study, which is offered to those students who demonstrate a meritorious performance in their undergraduate studies.",2 sem,60,6,80,,6.5,6.5,6.5,6.5,5,23,390,,14600,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Diploma of Science,"The Diploma of Science will prepare students with a grounding in scientific knowledge and skills and a taste of the many opportunities that science provides. Students will learn the language and nature of science and mathematics, and will be able to follow their interests in specific areas of science.",2 sem,60,6,80,,6.5,6.5,6.5,6.5,5,23,390,,14600,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Graduate Diploma of Forest Science and Management,"This degree takes your foundational scientific skills up several notches, preparing you with the knowledge to consider and address resource management across agribusiness and native forests.",2 sem,60,6,80,,6.5,6.5,6.5,6.5,"5,8",3,390,,15400,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,"Master of Engineering Management, Master of Business Administration","The Master of Engineering Management, Master of Business Administration combines the business specialist skills of a Master of Business Administration with the specialist skills of an engineering management program. The course prepares graduates for the challenges of a managerial position through a range of subjects�including strategic asset management planning, commercial research and development processes, economic viability, new product development and commercialisation.�Students develop effective stakeholder engagement practices, and undertake an industry research project in engineering management.",4 sem,50,6,80,,6.5,6.5,6.5,6.5,"1,2,7,8",3,390,,14000,20290,AUD,20 days,"2,7,11",,2 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Master of Forest Science and Management,"The Master of Forest Science and Management gives you the opportunity to gain expertise for an industry that is key to the economic success of many countries, but which has numerous challenges associated with climate change, the commoditisation of forest products and land management.",4 sem,50,6,80,,6.5,6.5,6.5,6.5,"5,8",3,390,,15400,20290,AUD,20 days,"2,7,11",,2 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Master of Marine Science and Management,"The curriculum is strongly influenced by the needs of industry and potential employers. It has both a theoretical and a practical focus, with field studies in a range of coastal and marine environments and a focus on sustainability and management.",4 sem,50,6,80,,6.5,6.5,6.5,6.5,"5,8",3,390,,15400,20290,AUD,20 days,"2,7,11",,2 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Biomedical Science,The Bachelor of Biomedical Science provides students with the scientific understanding of the structure and function of the human body and the interrelationships between health and disease.,6 sem,60,6,80,,6.5,6.5,6.5,6.5,5,23,390,,13200,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Nursing,The Bachelor of Biomedical Science provides students with the scientific understanding of the structure and function of the human body and the interrelationships between health and disease.,6 sem,60,6,80,,6.5,6.5,6.5,6.5,"5,16,18",23,390,,13200,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Occupational Therapy,"The Bachelor of Occupational Therapy provides you with the expertise to support people to live independently and take part in in everyday activities to improve their wellbeing. You will develop a range of clinical skills in the University�s state-of-the-art facilities and during your professional placement, preparing you for work in diverse health care environments.",8 sem,60,6,80,,6.5,6.5,6.5,6.5,"16,19",23,390,,13200,20290,AUD,20 days,"2,7,11",,4 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Pedorthics,The Bachelor of Pedorthics is the only degree of its kind offered by a university in Australia. It prepares students for a career as a specialist in the design and manufacture of shoes and orthotics to maximise performance of feet and treat lower limb conditions.,6 sem,60,6,80,,6.5,6.5,6.5,6.5,"16,19",23,390,,13200,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Podiatry,"The Bachelor of Podiatry prepares students for entry into professional podiatry practice. Podiatry is a branch of health care devoted to the study, diagnosis and treatment of disorders of the foot, ankle and lower leg. Within the field of podiatry, practitioners can focus on many different specialty areas, including surgery, sports medicine, biomechanics, geriatrics, paediatrics and primary care.",8 sem,60,6,80,,6.5,6.5,6.5,6.5,"16,19",23,390,,13200,20290,AUD,20 days,"2,7,11",,4 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Speech Pathology,"The Bachelor of Speech Pathology prepares students for entry into professional speech pathology practice. Speech pathologists assess and treat adults and children exhibiting acquired or congenital disorders of speech, fluency, voice, language and swallowing.",8 sem,60,6,80,,6.5,6.5,6.5,6.5,"13,14,16",2,390,,13200,20290,AUD,20 days,"2,7,11",,4 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Sport and Exercise Science,"The degree is focused on human movement, exercise physiology, exercise and sport psychology, exercise prescription, and includes opportunities to specialise in exercise science, nutrition or education.",6 sem,60,6,80,,6.5,6.5,6.5,6.5,"16,19",24,390,,13200,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Master of Clinical Exercise Physiology,"The Master of Clinical Exercise Physiology is a professional-entry-level degree that aims to produce graduates who will be eligible to register as an accredited exercise physiologist (AEP). Accredited exercise physiologists can provide exercise testing, preventative exercise programs and specialist rehabilitation exercise interventions for people living with chronic diseases, disability or injury.",6 sem,50,6,80,,6.5,6.5,6.5,6.5,"16,19",24,390,,14000,20290,AUD,20 days,"2,7,11",,1.5 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Master of Osteopathic Medicine,The Master of Osteopathic Medicine is designed to develop a critical evaluation of the theory and practice of osteopathy and to produce primary care health practitioners who are able to solve complex problems and think rigorously and independently. The degree is built on a contemporary professional model that integrates the principles of evidence-based practice with a holistic paradigm of patient-centred health care.,6 sem,50,6,80,,6.5,6.5,6.5,6.5,"16,17",23,390,,14000,20290,AUD,20 days,"2,7,11",,2 year,2,Section 1 University 50% Section 2 University 55% to 60% marks Section 3 60% to 70%,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Digital Business,"The Bachelor of Digital Business is one of only two degrees of its kind offered in Australia. It will prepare students for a career as a digital business specialist, able to unlock technology to improve business performance.",6 sem,60,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10,21",3,390,,12600,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Digital Media and Communications,"The Bachelor of Digital Media and Communications prepares students to tell stories that matter, and develop the creative and production skills for a career in today�s fast-paced media environment.�",6 sem,60,6,80,,6.5,6.5,6.5,6.5,"6,21",24,390,,12600,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Information Technology,"The Bachelor of Information Technology prepares skilled graduates for an exciting career in a myriad of industries. The course focuses on the development of web-based business information systems. Core units include programming, systems analysis and design, cyber security, database development, networking and communications theory.�",6 sem,60,6,80,,6.5,6.5,6.5,6.5,"1,2,5",24,390,,12600,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Master of Information Technology,The Master of Information Technology is designed for both IT and non-IT professionals looking to advance their career in a rapidly-evolving industry. The application of IT tools and technologies for transforming businesses and creating new digital businesses is a focus.�,6 sem,60,6,80,,6.5,6.5,6.5,6.5,"1,25",24,390,,12600,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,"Bachelor of Business, Bachelor of Laws","The Bachelor of Business, Bachelor of Laws at Southern Cross University gives students the opportunity to gain an understanding of the law as it applies to business. Students can major in a business discipline of their choice and select from a comprehensive suite of law electives.",10 sem,60,6,80,,6.5,6.5,6.5,6.5,"7,8,9,10,11",3,390,,13000,20290,AUD,20 days,"2,7,11",,5 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Laws � Undergraduate entry,The Bachelor of Laws (Undergraduate Entry) fulfils the academic requirements for admission as a lawyer in Australia.,8 sem,60,6,80,,6.5,6.5,6.5,6.5,"6,11,12",2,390,,13000,20290,AUD,20 days,"2,7,11",,4 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Legal and Justice Studies,"The Bachelor of Legal and Justice Studies brings together studies in law and politics. It is an excellent degree for those wanting to work in policy development, paralegal positions, conveyancing, and in the fields of justice. It provides a thorough practical grounding in legal knowledge and a strong understanding of Australian and international politics and society.",6 sem,60,6,80,,6.5,6.5,6.5,6.5,"6,11,12",2,390,,13000,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,"Bachelor of Legal and Justice Studies, Bachelor of Laws","In this double degree, the Bachelor of Laws provides graduates with the skills to work as a lawyer, while the Bachelor of Legal and Justice Studies provides a broader range of insights to people with interests in social justice, policy development, politics and analysis.",10 sem,60,6,80,,6.5,6.5,6.5,6.5,"6,7,8,9,10",2,390,,13000,20290,AUD,20 days,"2,7,11",,5 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Business in Convention and Event Management,"The Bachelor of Business in Convention and Event Management positions graduates at the centre of the fast-growing events industry. Students acquire the skills and knowledge required to pursue a career in the management, planning and marketing of corporate events, conventions and meetings, festivals and special events.�",6 sem,60,6,80,,6.5,6.5,6.5,6.5,"6,7,8,9,10",3,390,,12600,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
